index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DISMISSED 1,DISMISSED 2,DISMISSED 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,SPREAD
164,62c5f7dd262dbd2259e42b93,2022-05-26T22:00:00.000Z,jaklatt#2299,usamaahmed#9991,for joining our AMA and representing Precious Plastics! An incredible cause 🙌 ,3,21.0,1.0,,,,False,False,False,Yineisy Mota#1449,Tamarandom#9361,mafer_cordovas#1034,8.33,20.0
154,62c5f7dd262dbd2259e42b89,2022-05-26T22:00:00.000Z,babania#6905,usamaahmed#9991,for joining our AMA and representing Grassroots Economics 🙌 ,1,3.0,21.0,,,,False,False,False,Yineisy Mota#1449,RachaelMalachy#5837,Tamarandom#9361,8.33,20.0
138,62c5f7dd262dbd2259e42b79,2022-05-26T22:00:00.000Z,liviade#1387,Yineisy Mota#1449,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",3,1.0,21.0,,,,False,False,False,RachaelMalachy#5837,mafer_cordovas#1034,usamaahmed#9991,8.33,20.0
139,62c5f7dd262dbd2259e42b7a,2022-05-26T22:00:00.000Z,Yineisy Mota#1449,Yineisy Mota#1449,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",1,3.0,21.0,,,,False,False,False,mafer_cordovas#1034,liviade#1387,usamaahmed#9991,8.33,20.0
175,62c5f7dd262dbd2259e42b9e,2022-05-28T22:00:00.000Z,usamaahmed#9991,Tamarandom#9361,"@Yineisy Mota for doing SO MUCH outreach for Commons Prize and making sure all Trusted Seed know about the final vote and the finalists to vote for!
\ ",5,21.0,3.0,62c5f7dd262dbd2259e42b24,,,False,False,False,Yineisy Mota#1449,RachaelMalachy#5837,mafer_cordovas#1034,8.5,18.0
74,62c5f7dd262dbd2259e42b39,2022-05-18T22:00:00.000Z,AWS#9944,liviade#1387,for accepting and being enthusiastic about the Regen + Commons Stack bookclub partnership! ,8,3.0,21.0,,,,False,False,False,RachaelMalachy#5837,Tamarandom#9361,usamaahmed#9991,10.67,18.0
147,62c5f7dd262dbd2259e42b82,2022-05-26T22:00:00.000Z,graial#0787,Yineisy Mota#1449,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",5,3.0,21.0,62c5f7dd262dbd2259e42b3f,,,False,False,False,Yineisy Mota#1449,mafer_cordovas#1034,usamaahmed#9991,8.5,18.0
79,62c5f7dd262dbd2259e42b3e,2022-05-19T22:00:00.000Z,jaklatt#2299,Tamarandom#9361,@Chris Byrnes for presenting in today's voting session and answering questions about how your communities will benefit from the design patterns of a Commons. 🙏🏽 ,3,21.0,3.0,,,,False,False,False,Yineisy Mota#1449,Tamarandom#9361,mafer_cordovas#1034,9.0,18.0
80,62c5f7dd262dbd2259e42b3f,2022-05-19T22:00:00.000Z,graial#0787,Tamarandom#9361,@Chris Byrnes for presenting in today's voting session and answering questions about how your communities will benefit from the design patterns of a Commons. 🙏🏽 ,5,3.0,21.0,,,,False,False,False,Yineisy Mota#1449,mafer_cordovas#1034,usamaahmed#9991,9.67,18.0
50,62c5f7dd262dbd2259e42b21,2022-05-15T22:00:00.000Z,"kn00t (🦎, 🦎)#8297",Tamarandom#9361,"@Chris Byrnes @kn00t (🦎, 🦎) @John Ellison for presenting their community nominations for Commons Prize last Friday! These videos will help the Trusted Seed get to know you and the nominated communities better in order to cast their votes. ",3,3.0,21.0,,,,False,False,False,RachaelMalachy#5837,mafer_cordovas#1034,usamaahmed#9991,9.0,18.0
170,62c5f7dd262dbd2259e42b99,2022-05-26T22:00:00.000Z,jaklatt#2299,Yineisy Mota#1449, @John Ellison   @richardblythman | Algovera.ai for all the effort you have put into presenting the communities nominated for the Commons Prize! BRAVO! 🙌 ✨ ,3,21.0,3.0,,,,False,False,False,Yineisy Mota#1449,Tamarandom#9361,mafer_cordovas#1034,9.0,18.0
144,62c5f7dd262dbd2259e42b7f,2022-05-26T22:00:00.000Z,freshelle#9882,Yineisy Mota#1449,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",3,3.0,21.0,,,,False,False,False,RachaelMalachy#5837,liviade#1387,usamaahmed#9991,9.0,18.0
108,62c5f7dd262dbd2259e42b5b,2022-05-25T22:00:00.000Z,usamaahmed#9991,Tamarandom#9361,"for being on top of all the details for Commons Prize! The videos, AMA, coordination. This couldn't have happened with you! 🙏🏽 ",5,21.0,3.0,,,,False,False,False,Yineisy Mota#1449,RachaelMalachy#5837,mafer_cordovas#1034,9.67,18.0
57,62c5f7dd262dbd2259e42b28,2022-05-16T22:00:00.000Z,Max Semenchuk#3335,Tamarandom#9361,"@griff (💜, 💜) @Max Semenchuk for the Trusted Seed General Assembly today. (And Raf, but I can't find his handle in our Discord) ",3,21.0,5.0,,,,False,False,False,Yineisy Mota#1449,Tamarandom#9361,liviade#1387,9.67,18.0
129,62c5f7dd262dbd2259e42b70,2022-05-26T22:00:00.000Z,jaklatt#2299,Tamarandom#9361," @John Ellison @richardblythman | Algovera.ai - the five finalists for the Commons Prize  - for making the time to join today's AMA as well as putting so much work into learning more about Commons Stack design patterns for a Commons and the preparation for your nominations. It will be an honor to work with any of you, anytime. ",5,21.0,3.0,,,,False,False,False,Yineisy Mota#1449,Tamarandom#9361,mafer_cordovas#1034,9.67,18.0
58,62c5f7dd262dbd2259e42b29,2022-05-16T22:00:00.000Z,JeffEmmett#7202,Tamarandom#9361,"@griff (💜, 💜) @Max Semenchuk for the Trusted Seed General Assembly today. (And Raf, but I can't find his handle in our Discord) ",21,5.0,8.0,,,,False,False,False,Tamarandom#9361,liviade#1387,usamaahmed#9991,11.33,16.0
48,62c5f7dd262dbd2259e42b1f,2022-05-15T22:00:00.000Z,Chris Byrnes#4168,Tamarandom#9361,"@Chris Byrnes @kn00t (🦎, 🦎) @John Ellison for presenting their community nominations for Commons Prize last Friday! These videos will help the Trusted Seed get to know you and the nominated communities better in order to cast their votes. ",5,21.0,8.0,,,,False,False,False,RachaelMalachy#5837,Tamarandom#9361,liviade#1387,11.33,16.0
95,62c5f7dd262dbd2259e42b4e,2022-05-19T22:00:00.000Z,graial#0787,"Griff (💜,💜)#8888",for the coordination and collaboration behind the scenes in the Commons Prize to bring a creative merged group proposal to the table... and making a script to calculate the actual votes! ,8,5.0,21.0,,,,False,False,False,Yineisy Mota#1449,mafer_cordovas#1034,usamaahmed#9991,11.33,16.0
167,62c5f7dd262dbd2259e42b96,2022-05-26T22:00:00.000Z,babania#6905,Yineisy Mota#1449, @John Ellison   @richardblythman | Algovera.ai for all the effort you have put into presenting the communities nominated for the Commons Prize! BRAVO! 🙌 ✨ ,5,8.0,21.0,62c5f7dd262dbd2259e42b6f,,,False,False,False,Yineisy Mota#1449,RachaelMalachy#5837,Tamarandom#9361,10.17,16.0
44,62c5f7dd262dbd2259e42b1b,2022-05-15T22:00:00.000Z,xdamman#3734,Tamarandom#9361,"@Chris Byrnes @kn00t (🦎, 🦎) @John Ellison for presenting their community nominations for Commons Prize last Friday! These videos will help the Trusted Seed get to know you and the nominated communities better in order to cast their votes. ",5,21.0,8.0,,,,False,False,False,RachaelMalachy#5837,Tamarandom#9361,liviade#1387,11.33,16.0
128,62c5f7dd262dbd2259e42b6f,2022-05-26T22:00:00.000Z,babania#6905,Tamarandom#9361," @John Ellison @richardblythman | Algovera.ai - the five finalists for the Commons Prize  - for making the time to join today's AMA as well as putting so much work into learning more about Commons Stack design patterns for a Commons and the preparation for your nominations. It will be an honor to work with any of you, anytime. ",5,13.0,21.0,,,,False,False,False,Yineisy Mota#1449,RachaelMalachy#5837,Tamarandom#9361,13.0,16.0
171,62c5f7dd262dbd2259e42b9a,2022-05-26T22:00:00.000Z,richardblythman | Algovera.ai#3425,Yineisy Mota#1449, @John Ellison   @richardblythman | Algovera.ai for all the effort you have put into presenting the communities nominated for the Commons Prize! BRAVO! 🙌 ✨ ,5,21.0,13.0,,,62c5f7dd262dbd2259e42b8f,False,False,False,RachaelMalachy#5837,Tamarandom#9361,liviade#1387,9.97,16.0
163,62c5f7dd262dbd2259e42b92,2022-05-26T22:00:00.000Z,Tamarandom#9361,Yineisy Mota#1449,for their amazing work coordinating the Commons Prize! ,5,21.0,5.0,62c5f7dd262dbd2259e42afb,,62c5f7dd262dbd2259e42afb,False,False,False,Yineisy Mota#1449,RachaelMalachy#5837,mafer_cordovas#1034,8.0,16.0
156,62c5f7dd262dbd2259e42b8b,2022-05-26T22:00:00.000Z,babania#6905,iviangita#3204,"@John Ellison @richardblythman | Algovera.ai for all the amazing projects you're working on, making it to the final round of Commons Prize, and all the preparation you do to help our community learn more about your mission and the positive impact you create in this space. We're super excited to work and build with any of you! 🙏🏽 ",5,13.0,21.0,62c5f7dd262dbd2259e42b6f,,,False,False,False,Yineisy Mota#1449,RachaelMalachy#5837,Tamarandom#9361,11.83,16.0
159,62c5f7dd262dbd2259e42b8e,2022-05-26T22:00:00.000Z,jaklatt#2299,iviangita#3204,"@John Ellison @richardblythman | Algovera.ai for all the amazing projects you're working on, making it to the final round of Commons Prize, and all the preparation you do to help our community learn more about your mission and the positive impact you create in this space. We're super excited to work and build with any of you! 🙏🏽 ",5,21.0,5.0,62c5f7dd262dbd2259e42b70,,,False,False,False,Yineisy Mota#1449,Tamarandom#9361,mafer_cordovas#1034,9.17,16.0
78,62c5f7dd262dbd2259e42b3d,2022-05-19T22:00:00.000Z,babania#6905,Tamarandom#9361,@Chris Byrnes for presenting in today's voting session and answering questions about how your communities will benefit from the design patterns of a Commons. 🙏🏽 ,5,8.0,21.0,,,,False,False,False,Yineisy Mota#1449,RachaelMalachy#5837,Tamarandom#9361,11.33,16.0
52,62c5f7dd262dbd2259e42b23,2022-05-15T22:00:00.000Z,John Ellison#5093,Tamarandom#9361,"@Chris Byrnes @kn00t (🦎, 🦎) @John Ellison for presenting their community nominations for Commons Prize last Friday! These videos will help the Trusted Seed get to know you and the nominated communities better in order to cast their votes. ",21,8.0,21.0,,,,False,False,False,Tamarandom#9361,liviade#1387,usamaahmed#9991,16.67,13.0
155,62c5f7dd262dbd2259e42b8a,2022-05-26T22:00:00.000Z,John Ellison#5093,usamaahmed#9991,@John Ellison for joining our AMA and representing Re-Fi DAO. 🙌   🚀 ,8,21.0,21.0,,62c5f7dd262dbd2259e42b71,62c5f7dd262dbd2259e42b71,False,False,False,Tamarandom#9361,liviade#1387,usamaahmed#9991,6.87,13.0
161,62c5f7dd262dbd2259e42b90,2022-05-26T22:00:00.000Z,richardblythman | Algovera.ai#3425,usamaahmed#9991,@richardblythman | Algovera.ai for representing the AI Commons and giving us insights on how AI can shape the future of commons 💯 ,8,21.0,13.0,,,62c5f7dd262dbd2259e42b8f,False,False,False,RachaelMalachy#5837,Tamarandom#9361,liviade#1387,10.97,13.0
54,62c5f7dd262dbd2259e42b25,2022-05-16T22:00:00.000Z,Yineisy Mota#1449,Tamarandom#9361,@Yineisy Mota for doing such a large part of the outreach for Commons Prize this week! 🏆 ,8,13.0,21.0,,,,False,False,False,mafer_cordovas#1034,liviade#1387,usamaahmed#9991,14.0,13.0
81,62c5f7dd262dbd2259e42b40,2022-05-19T22:00:00.000Z,Chris Byrnes#4168,Tamarandom#9361,@Chris Byrnes for presenting in today's voting session and answering questions about how your communities will benefit from the design patterns of a Commons. 🙏🏽 ,13,21.0,8.0,,,,False,False,False,RachaelMalachy#5837,Tamarandom#9361,liviade#1387,14.0,13.0
132,62c5f7dd262dbd2259e42b73,2022-05-26T22:00:00.000Z,richardblythman | Algovera.ai#3425,Tamarandom#9361," @John Ellison @richardblythman | Algovera.ai - the five finalists for the Commons Prize  - for making the time to join today's AMA as well as putting so much work into learning more about Commons Stack design patterns for a Commons and the preparation for your nominations. It will be an honor to work with any of you, anytime. ",8,21.0,8.0,,,,False,False,False,RachaelMalachy#5837,Tamarandom#9361,liviade#1387,12.33,13.0
165,62c5f7dd262dbd2259e42b94,2022-05-26T22:00:00.000Z,Juankbell#7458,usamaahmed#9991,for joining our AMA and representing Gravity DAO 🙌🏽 ,21,,8.0,,,,False,False,False,Tamarandom#9361,Tamarandom#9361,liviade#1387,14.5,13.0
174,62c5f7dd262dbd2259e42b9d,2022-05-28T22:00:00.000Z,Yineisy Mota#1449,Tamarandom#9361,"@Yineisy Mota for doing SO MUCH outreach for Commons Prize and making sure all Trusted Seed know about the final vote and the finalists to vote for!
\ ",8,21.0,21.0,,62c5f7dd262dbd2259e42b95,,False,False,False,mafer_cordovas#1034,liviade#1387,usamaahmed#9991,11.77,13.0
11,62c5f7dd262dbd2259e42afa,2022-05-08T22:00:00.000Z,Annn3#3538,liviade#1387,for her dedication to the case studies! ,8,21.0,13.0,,,,False,False,False,Tamarandom#9361,liviade#1387,usamaahmed#9991,14.0,13.0
38,62c5f7dd262dbd2259e42b15,2022-05-15T22:00:00.000Z,John Ellison#5093,Tamarandom#9361,@Nick FIORΞNZA @John Ellison @The Blockchain Socialist ⬛🟥⬛ for presenting their nominations for the Commons Prize in today's voting party! It was great to get to ask questions in real time and hear more about your visions of these communities. ,21,8.0,21.0,,,,False,False,False,Tamarandom#9361,liviade#1387,usamaahmed#9991,16.67,13.0
166,62c5f7dd262dbd2259e42b95,2022-05-26T22:00:00.000Z,Yineisy Mota#1449,usamaahmed#9991,@Yineisy Mota for trusted seed reach out for voting! Incredible numbers on the voting and still ongoing 🙌 💯 ,8,21.0,21.0,,,,False,False,False,mafer_cordovas#1034,liviade#1387,usamaahmed#9991,16.67,13.0
150,62c5f7dd262dbd2259e42b85,2022-05-26T22:00:00.000Z,unquale#1948,Yineisy Mota#1449,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",3,1.0,13.0,,,,False,False,False,RachaelMalachy#5837,mafer_cordovas#1034,usamaahmed#9991,5.67,12.0
148,62c5f7dd262dbd2259e42b83,2022-05-26T22:00:00.000Z,Letty#5399,Yineisy Mota#1449,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",3,1.0,13.0,,,,False,False,False,RachaelMalachy#5837,mafer_cordovas#1034,usamaahmed#9991,5.67,12.0
65,62c5f7dd262dbd2259e42b30,2022-05-16T22:00:00.000Z,graial#0787,Tamarandom#9361,for having so many good questions about the nominations and leaving his many thoughtful and encouraging remarks. You've bring a lot of joy to my day when I read them! ,5,1.0,13.0,,,,False,False,False,Yineisy Mota#1449,mafer_cordovas#1034,usamaahmed#9991,6.33,12.0
145,62c5f7dd262dbd2259e42b80,2022-05-26T22:00:00.000Z,BOILΞR(Chris)#8898,Yineisy Mota#1449,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",1,1.0,13.0,,,,False,False,False,Yineisy Mota#1449,mafer_cordovas#1034,usamaahmed#9991,5.0,12.0
104,62c5f7dd262dbd2259e42b57,2022-05-25T22:00:00.000Z,graial#0787,chuygarcia.eth#6692,for attending and engaging with the book club's second chapter call ,1,3.0,13.0,,,,False,False,False,Yineisy Mota#1449,mafer_cordovas#1034,usamaahmed#9991,5.67,12.0
61,62c5f7dd262dbd2259e42b2c,2022-05-16T22:00:00.000Z,iviangita#3204,Tamarandom#9361,@Max Semenchuk for being voted in as the new Board members of the Trusted Seed! 🌱 ,1,13.0,5.0,,,,False,False,False,Yineisy Mota#1449,RachaelMalachy#5837,usamaahmed#9991,6.33,12.0
142,62c5f7dd262dbd2259e42b7d,2022-05-26T22:00:00.000Z,senryu#5767,Yineisy Mota#1449,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",3,1.0,13.0,,,,False,False,False,RachaelMalachy#5837,mafer_cordovas#1034,usamaahmed#9991,5.67,12.0
133,62c5f7dd262dbd2259e42b74,2022-05-26T22:00:00.000Z,"Griff (💜,💜)#8888",Yineisy Mota#1449,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",3,1.0,13.0,,,,False,False,False,RachaelMalachy#5837,liviade#1387,usamaahmed#9991,5.67,12.0
141,62c5f7dd262dbd2259e42b7c,2022-05-26T22:00:00.000Z,kamikazechaser#6855,Yineisy Mota#1449,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",1,3.0,13.0,,,,False,False,False,Tamarandom#9361,liviade#1387,usamaahmed#9991,5.67,12.0
152,62c5f7dd262dbd2259e42b87,2022-05-26T22:00:00.000Z,AmwFund#0979,Yineisy Mota#1449,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",1,1.0,13.0,,,,False,False,False,Yineisy Mota#1449,mafer_cordovas#1034,usamaahmed#9991,5.0,12.0
32,62c5f7dd262dbd2259e42b0f,2022-05-14T22:00:00.000Z,Praise#7460,Annn3#3538, for providing an amazing overview on the establishment of roles/polycentric governance model for the case studies and for her passion for the TEC ,1,3.0,13.0,,,,False,False,False,Yineisy Mota#1449,mafer_cordovas#1034,liviade#1387,5.67,12.0
173,62c5f7dd262dbd2259e42b9c,2022-05-26T22:00:00.000Z,chuygarcia.eth#6692,mafer_cordovas#1034,for keeping our discord and telegram space free of spam 🔥 ,13,1.0,3.0,,,,False,False,False,RachaelMalachy#5837,liviade#1387,usamaahmed#9991,5.67,12.0
76,62c5f7dd262dbd2259e42b3b,2022-05-18T22:00:00.000Z,iviangita#3204,liviade#1387,for supporting the communications and promotion of the bookclub! ,3,8.0,13.0,,,,False,False,False,Yineisy Mota#1449,RachaelMalachy#5837,usamaahmed#9991,8.0,10.0
186,62c5f7dd262dbd2259e42ba9,2022-06-02T22:00:00.000Z,Tamarandom#9361,usamaahmed#9991,for being always top on planning and execution of Commons Prize despite of the challenges faced in the voting process ,5,13.0,3.0,62c5f7dd262dbd2259e42afb,,,False,False,False,Yineisy Mota#1449,RachaelMalachy#5837,mafer_cordovas#1034,5.83,10.0
109,62c5f7dd262dbd2259e42b5c,2022-05-25T22:00:00.000Z,Tamarandom#9361,usamaahmed#9991,for helping me and always coordinating with me with all the Commons Prize material! I learn so much from you. ,5,13.0,3.0,62c5f7dd262dbd2259e42afb,,,False,False,False,Yineisy Mota#1449,RachaelMalachy#5837,mafer_cordovas#1034,5.83,10.0
162,62c5f7dd262dbd2259e42b91,2022-05-26T22:00:00.000Z,usamaahmed#9991,Yineisy Mota#1449,for their amazing work coordinating the Commons Prize! ,5,13.0,3.0,62c5f7dd262dbd2259e42b5b,,,False,False,False,Yineisy Mota#1449,RachaelMalachy#5837,mafer_cordovas#1034,5.83,10.0
101,62c5f7dd262dbd2259e42b54,2022-05-23T22:00:00.000Z,divine_comedian#5493,RachaelMalachy#5837,and for honoring our invitation under short notice and sharing their wealth of knowledge to help improve Praise and make it a great tool for our communities ,13,3.0,13.0,,,62c5f7dd262dbd2259e42b51,False,False,False,RachaelMalachy#5837,mafer_cordovas#1034,liviade#1387,6.63,10.0
75,62c5f7dd262dbd2259e42b3a,2022-05-18T22:00:00.000Z,Annn3#3538,liviade#1387,for leading the Think Like a Commoner bookclub! ,13,8.0,3.0,,,,False,False,False,Tamarandom#9361,liviade#1387,usamaahmed#9991,8.0,10.0
