"ID","DATE","TO USER ACCOUNT","TO USER ACCOUNT ID","TO ETH ADDRESS","FROM USER ACCOUNT","FROM USER ACCOUNT ID","FROM ETH ADDRESS","REASON","SOURCE ID","SOURCE NAME","SCORE 1","SCORE 2","SCORE 3","DUPLICATE ID 1","DUPLICATE ID 2","DUPLICATE ID 3","DISMISSED 1","DISMISSED 2","DISMISSED 3","QUANTIFIER 1 USERNAME","QUANTIFIER 1 ETH ADDRESS","QUANTIFIER 2 USERNAME","QUANTIFIER 2 ETH ADDRESS","QUANTIFIER 3 USERNAME","QUANTIFIER 3 ETH ADDRESS","AVG SCORE"
"62c5f7dd262dbd2259e42973","2022-03-06T23:00:00.000Z","divine_comedian#5493","62bc5ce3cfceab568c63a21a","0x826976d7C600d45FB8287CA1d7c76FC8eb732030","Griff (💜,💜)#8888","62b33e97cfceab568c5fdfff","0x839395e20bbB182fa440d08F850E6c7A8f6F0780","and everyone else helping to push the reward system forward... it is probably the most important piece we have to make economic games around Public Goods ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",34,13,144,,,,false,false,false,"Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda",63.67
"62c5f7dd262dbd2259e42974","2022-03-06T23:00:00.000Z","Vyvy-vi#5040","62c5f702cfceab568c67a1f6",,"Griff (💜,💜)#8888","62b33e97cfceab568c5fdfff","0x839395e20bbB182fa440d08F850E6c7A8f6F0780","and everyone else helping to push the reward system forward... it is probably the most important piece we have to make economic games around Public Goods ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",8,144,144,,,,false,false,false,"liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","mafer_cordovas#1034","0xD5288ED50a195017E5B30595F65091a7767817a4",98.67
"62c5f7dd262dbd2259e42975","2022-03-06T23:00:00.000Z","MS#4235","62c5f702cfceab568c67a1f4",,"Griff (💜,💜)#8888","62b33e97cfceab568c5fdfff","0x839395e20bbB182fa440d08F850E6c7A8f6F0780","and everyone else helping to push the reward system forward... it is probably the most important piece we have to make economic games around Public Goods ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",55,8,8,,,,false,false,false,"Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",23.67
"62c5f7dd262dbd2259e42976","2022-03-06T23:00:00.000Z","Nuggan#5183","62c5f702cfceab568c67a1f9","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB","Griff (💜,💜)#8888","62b33e97cfceab568c5fdfff","0x839395e20bbB182fa440d08F850E6c7A8f6F0780","and everyone else helping to push the reward system forward... it is probably the most important piece we have to make economic games around Public Goods ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",13,144,13,,,,false,false,false,"liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","mafer_cordovas#1034","0xD5288ED50a195017E5B30595F65091a7767817a4","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",56.67
"62c5f7dd262dbd2259e42977","2022-03-06T23:00:00.000Z","ygg_anderson#4998","62c5f702cfceab568c67a1fb",,"Griff (💜,💜)#8888","62b33e97cfceab568c5fdfff","0x839395e20bbB182fa440d08F850E6c7A8f6F0780","and everyone else helping to push the reward system forward... it is probably the most important piece we have to make economic games around Public Goods ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",8,144,13,,,,false,false,false,"liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","mafer_cordovas#1034","0xD5288ED50a195017E5B30595F65091a7767817a4","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",55
"62c5f7dd262dbd2259e42978","2022-03-06T23:00:00.000Z","iviangita#3204","62b33e7bcfceab568c5fdfe3","0xb760FE1bbC4A2752aBCBb28291a57Cb0cA99fF44","liviade#1387","62b3402fcfceab568c5fe0f8","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","for the great comms work she's doing! ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",5,34,13,,,,false,false,false,"Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",17.33
"62c5f7dd262dbd2259e42979","2022-03-06T23:00:00.000Z","mafer_cordovas#1034","62b34034cfceab568c5fe11c","0xD5288ED50a195017E5B30595F65091a7767817a4","Ekeneodigwe#1502","62c5f700cfceab568c679ef4",,"for having such a fun birthday 🥳 ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",1,1,3,,,,false,false,false,"Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda",1.67
"62c5f7dd262dbd2259e4297a","2022-03-06T23:00:00.000Z","chuygarcia.eth#6692","62c5f701cfceab568c67a117","0xB22981bA3FE1De2325935c91a3B717168fB86714","Griff (💜,💜)#8888","62b33e97cfceab568c5fdfff","0x839395e20bbB182fa440d08F850E6c7A8f6F0780","for throwing a great conference in mexico city ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",34,19.75,0,,,"62c5f7dd262dbd2259e4296a",false,false,false,"Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",19.75
"62c5f7dd262dbd2259e4297b","2022-03-06T23:00:00.000Z","Yineisy Mota#1449","62b33e7ecfceab568c5fdfea","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","usamaahmed#9991","62b34032cfceab568c5fe10c","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456","@Yineisy Mota for coordinating with me regarding the DAO's for our inclusion month. ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",13,13,34,,,,false,false,false,"RachaelMalachy#5837","0xA15150D172BA951b4E5a20B2Ca3Cc0Cb0D77d125","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",20
"62c5f7dd262dbd2259e4297c","2022-03-06T23:00:00.000Z","chuygarcia.eth#6692","62c5f701cfceab568c67a117","0xB22981bA3FE1De2325935c91a3B717168fB86714","Yineisy Mota#1449","62b33e7ecfceab568c5fdfea","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","@Mount Manu for all the good work during the DAOist Mexico ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",34,13,0,,,"62c5f7dd262dbd2259e4296a",false,false,false,"Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",17.5
"62c5f7dd262dbd2259e4297d","2022-03-06T23:00:00.000Z","Mount Manu#3530","62c5f702cfceab568c67a207","0xa2ef65aEcecb83cd1bD3579A8669779099317952","Yineisy Mota#1449","62b33e7ecfceab568c5fdfea","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","@Mount Manu for all the good work during the DAOist Mexico ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",13,144,13,,,,false,false,false,"liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","mafer_cordovas#1034","0xD5288ED50a195017E5B30595F65091a7767817a4",56.67
"62c5f7dd262dbd2259e4297e","2022-03-06T23:00:00.000Z","Griff (💜,💜)#8888","62b33e97cfceab568c5fdfff","0x839395e20bbB182fa440d08F850E6c7A8f6F0780","Tamarandom#9361","62b072dbcfceab568c5eaf5e","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","@griff (💜, 💜) @Mount Manu and all of those representing the Commons Stack, Giveth, the TEC and regen initiatives in Mexico City last weekend. ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",0,34,0,"62c5f7dd262dbd2259e4296d",,"62c5f7dd262dbd2259e4296d",false,false,false,"RachaelMalachy#5837","0xA15150D172BA951b4E5a20B2Ca3Cc0Cb0D77d125","Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","mafer_cordovas#1034","0xD5288ED50a195017E5B30595F65091a7767817a4",17.97
"62c5f7dd262dbd2259e4297f","2022-03-06T23:00:00.000Z","karmaticacid | AFK til Sept 12#1218","62c5f702cfceab568c67a1ee",,"Tamarandom#9361","62b072dbcfceab568c5eaf5e","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","@griff (💜, 💜) @Mount Manu and all of those representing the Commons Stack, Giveth, the TEC and regen initiatives in Mexico City last weekend. ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",0,13,0,"62c5f7dd262dbd2259e4298f",,"62c5f7dd262dbd2259e4296e",false,false,false,"RachaelMalachy#5837","0xA15150D172BA951b4E5a20B2Ca3Cc0Cb0D77d125","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda",10.97
"62c5f7dd262dbd2259e42980","2022-03-06T23:00:00.000Z","Adam Stallard#5971","62c5f702cfceab568c67a205",,"liviade#1387","62b3402fcfceab568c5fe0f8","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","@Adam Stallard for being super solicit to help us integrate BrightID in the TEC reward system ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",13,8,55,,,,false,false,false,"liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","mafer_cordovas#1034","0xD5288ED50a195017E5B30595F65091a7767817a4",25.33
"62c5f7dd262dbd2259e42981","2022-03-06T23:00:00.000Z","Mount Manu#3530","62c5f702cfceab568c67a207","0xa2ef65aEcecb83cd1bD3579A8669779099317952","Tamarandom#9361","62b072dbcfceab568c5eaf5e","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","@griff (💜, 💜) @Mount Manu and all of those representing the Commons Stack, Giveth, the TEC and regen initiatives in Mexico City last weekend. ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",0,144,13,"62c5f7dd262dbd2259e4298c",,,false,false,false,"liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","mafer_cordovas#1034","0xD5288ED50a195017E5B30595F65091a7767817a4",52.92
"62c5f7dd262dbd2259e42982","2022-03-06T23:00:00.000Z","chuygarcia.eth#6692","62c5f701cfceab568c67a117","0xB22981bA3FE1De2325935c91a3B717168fB86714","Tamarandom#9361","62b072dbcfceab568c5eaf5e","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","@griff (💜, 💜) @Mount Manu and all of those representing the Commons Stack, Giveth, the TEC and regen initiatives in Mexico City last weekend. ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",34,0,13,,"62c5f7dd262dbd2259e4297c",,false,false,false,"Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",16.1
"62c5f7dd262dbd2259e42983","2022-03-06T23:00:00.000Z","divine_comedian#5493","62bc5ce3cfceab568c63a21a","0x826976d7C600d45FB8287CA1d7c76FC8eb732030","Tamarandom#9361","62b072dbcfceab568c5eaf5e","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","@griff (💜, 💜) @Mount Manu and all of those representing the Commons Stack, Giveth, the TEC and regen initiatives in Mexico City last weekend. ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",34,0,0,,"62c5f7dd262dbd2259e42991","62c5f7dd262dbd2259e42991",false,false,false,"Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda",19.1
"62c5f7dd262dbd2259e42984","2022-03-06T23:00:00.000Z","mateodaza#3156","62c5f702cfceab568c67a20b",,"Tamarandom#9361","62b072dbcfceab568c5eaf5e","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","@griff (💜, 💜) @Mount Manu and all of those representing the Commons Stack, Giveth, the TEC and regen initiatives in Mexico City last weekend. ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",0,144,13,"62c5f7dd262dbd2259e4298e",,,false,false,false,"liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","mafer_cordovas#1034","0xD5288ED50a195017E5B30595F65091a7767817a4",54.95
"62c5f7dd262dbd2259e42985","2022-03-06T23:00:00.000Z","Mount Manu#3530","62c5f702cfceab568c67a207","0xa2ef65aEcecb83cd1bD3579A8669779099317952","Griff (💜,💜)#8888","62b33e97cfceab568c5fdfff","0x839395e20bbB182fa440d08F850E6c7A8f6F0780","@Mount Manu for coming to Mexico city for the conference so we could meet irl for the first time! ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",3,0,5,,"62c5f7dd262dbd2259e42981",,false,false,false,"liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","mafer_cordovas#1034","0xD5288ED50a195017E5B30595F65091a7767817a4",7.47
"62c5f7dd262dbd2259e42986","2022-03-06T23:00:00.000Z","acidlazzer#5796","62bdca90cfceab568c6438e6","0x8aA27E90E139d5AB5704df69429341cbCb2d2464","Griff (💜,💜)#8888","62b33e97cfceab568c5fdfff","0x839395e20bbB182fa440d08F850E6c7A8f6F0780","@Mount Manu for coming to Mexico city for the conference so we could meet irl for the first time! ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",1,21,8,,,,false,false,false,"liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","mafer_cordovas#1034","0xD5288ED50a195017E5B30595F65091a7767817a4",10
"62c5f7dd262dbd2259e42987","2022-03-06T23:00:00.000Z","Yineisy Mota#1449","62b33e7ecfceab568c5fdfea","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","iviangita#3204","62b33e7bcfceab568c5fdfe3","0xb760FE1bbC4A2752aBCBb28291a57Cb0cA99fF44","@Yineisy Mota for supporting comms and Twitter ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",8,1,5,,,,false,false,false,"RachaelMalachy#5837","0xA15150D172BA951b4E5a20B2Ca3Cc0Cb0D77d125","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",4.67
"62c5f7dd262dbd2259e42988","2022-03-06T23:00:00.000Z","usamaahmed#9991","62b34032cfceab568c5fe10c","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456","iviangita#3204","62b33e7bcfceab568c5fdfe3","0xb760FE1bbC4A2752aBCBb28291a57Cb0cA99fF44","@Yineisy Mota for supporting comms and Twitter ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",13,13,144,,,,false,false,false,"liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","Yineisy Mota#1449","0x5A227E2919A49f9d4698e9fd2B318EfCd0f16Bda","mafer_cordovas#1034","0xD5288ED50a195017E5B30595F65091a7767817a4",56.67
"62c5f7dd262dbd2259e42989","2022-03-06T23:00:00.000Z","missgene#7773","62bf3398cfceab568c64d091",,"iviangita#3204","62b33e7bcfceab568c5fdfe3","0xb760FE1bbC4A2752aBCBb28291a57Cb0cA99fF44","@Yineisy Mota for supporting comms and Twitter ","DISCORD:776352358832930816:778150291706609703","DISCORD:Commons%20Stack:%F0%9F%99%8F%EF%BD%9Cpraise",8,1,3,,,,false,false,false,"RachaelMalachy#5837","0xA15150D172BA951b4E5a20B2Ca3Cc0Cb0D77d125","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","usamaahmed#9991","0xED23B82A6b1b0d2e75b87c01B0FDc7fCfb49f456",4
